timestamp,time,exchange,symbol,bid1_price,bid1_volume,bid2_price,bid2_volume,ask1_price,ask1_volume,ask2_price,ask2_volume
1753769543379,06:12:23.379,htx,SOL/USDT:USDT,184.9109,24.0,184.9065,7.0,184.911,80.0,184.9133,24.0
1753769544959,06:12:24.959,htx,SOL/USDT:USDT,184.9109,24.0,184.9065,7.0,184.911,80.0,184.9133,24.0
1753769544975,06:12:24.975,htx,SOL/USDT:USDT,184.9109,24.0,184.9065,7.0,184.911,80.0,184.9133,24.0
1753769545244,06:12:25.244,htx,SOL/USDT:USDT,184.9109,46.0,184.9065,7.0,184.911,80.0,184.9133,24.0
1753769545890,06:12:25.890,htx,SOL/USDT:USDT,184.9109,24.0,184.9065,7.0,184.911,72.0,184.9133,24.0
1753769546462,06:12:26.462,htx,SOL/USDT:USDT,184.8843,8.0,184.8842,24.0,184.8844,36.0,184.8895,10.0
1753769546641,06:12:26.641,htx,SOL/USDT:USDT,184.8842,183.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769546776,06:12:26.776,htx,SOL/USDT:USDT,184.8842,183.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769546833,06:12:26.833,htx,SOL/USDT:USDT,184.8842,183.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769546951,06:12:26.951,htx,SOL/USDT:USDT,184.8842,183.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769547159,06:12:27.159,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769547347,06:12:27.347,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769547384,06:12:27.384,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769547903,06:12:27.903,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769547919,06:12:27.919,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769548265,06:12:28.265,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769548669,06:12:28.669,htx,SOL/USDT:USDT,184.8842,207.0,184.8823,6.0,184.8843,42.0,184.8895,10.0
1753769549195,06:12:29.195,htx,SOL/USDT:USDT,184.8842,164.0,184.8752,10.0,184.8843,42.0,184.8895,10.0
1753769549273,06:12:29.273,htx,SOL/USDT:USDT,184.8842,142.0,184.8726,13.0,184.8843,50.0,184.8895,10.0
1753769549585,06:12:29.585,htx,SOL/USDT:USDT,184.8717,130.0,184.8694,7.0,184.8718,58.0,184.8727,10.0
1753769550010,06:12:30.010,htx,SOL/USDT:USDT,184.8717,154.0,184.8694,7.0,184.8718,58.0,184.8727,10.0
1753769550328,06:12:30.328,htx,SOL/USDT:USDT,184.8717,141.0,184.8694,7.0,184.8718,58.0,184.8727,10.0
1753769550340,06:12:30.340,htx,SOL/USDT:USDT,184.8717,141.0,184.8694,7.0,184.8718,58.0,184.8727,10.0
1753769550373,06:12:30.373,htx,SOL/USDT:USDT,184.8717,141.0,184.8644,10.0,184.8718,58.0,184.8727,10.0
